"loan_id","age","annual_income","credit_score","loan_amount","loan_tenure_months","employment_type","dti_ratio","num_delinquencies","default","score_band"
"LN0361",62,630739,472,72516,24,"Self-Employed",0.11,0,0,"Very Poor"
"LN0362",31,429714,665,200210,60,"Government",0.38,0,0,"Fair"
"LN0363",33,520416,465,249222,12,"Salaried",0.18,0,0,"Very Poor"
"LN0364",43,412005,648,29448,12,"Self-Employed",0.46,0,0,"Fair"
"LN0365",22,322349,685,244608,60,"Self-Employed",0.57,2,0,"Good"
"LN0366",64,791037,713,43265,12,"Salaried",0.63,0,0,"Good"
"LN0367",25,336501,732,102294,48,"Salaried",0.34,0,0,"Good"
"LN0368",24,614606,699,43641,36,"Self-Employed",0.4,1,0,"Good"
"LN0369",59,486363,581,135431,60,"Self-Employed",0.31,1,0,"Fair"
"LN0370",26,388310,721,153931,24,"Salaried",0.09,1,0,"Good"
"LN0371",63,651863,655,182966,48,"Self-Employed",0.3,1,0,"Fair"
"LN0372",41,674627,501,116212,12,"Salaried",0.39,1,0,"Poor"
"LN0373",55,852933,641,148428,24,"Self-Employed",0.37,0,0,"Fair"
"LN0374",44,665045,507,174241,12,"Salaried",0.28,4,0,"Poor"
"LN0375",57,572307,566,72206,60,"Salaried",0.47,0,0,"Poor"
"LN0376",41,1120494,600,93908,48,"Salaried",0.3,0,0,"Fair"
"LN0377",30,469943,603,260275,36,"Self-Employed",0.36,0,0,"Fair"
"LN0378",48,399363,724,10000,48,"Salaried",0.55,0,0,"Good"
"LN0379",24,492977,645,226467,36,"Salaried",0.55,1,0,"Fair"
"LN0380",52,577917,575,234803,48,"Salaried",0.25,0,0,"Poor"
"LN0381",39,720086,599,258077,12,"Salaried",0.59,0,0,"Fair"
"LN0382",31,683169,604,117876,24,"Government",0.48,0,0,"Fair"
"LN0383",54,578850,665,217199,60,"Salaried",0.57,2,0,"Fair"
"LN0384",61,428687,693,167235,36,"Self-Employed",0.56,5,0,"Good"
"LN0385",41,825465,616,98962,48,"Salaried",0.39,2,0,"Fair"
"LN0386",58,783256,623,194228,60,"Government",0.48,0,0,"Fair"
"LN0387",27,455124,691,179628,60,"Government",0.6,5,0,"Good"
"LN0388",50,737356,580,118878,36,"Government",0.2,0,0,"Poor"
"LN0389",25,690017,637,113193,12,"Self-Employed",0.39,3,0,"Fair"
"LN0390",48,809044,639,128729,48,"Salaried",0.48,0,0,"Fair"
"LN0391",30,629926,589,190115,36,"Self-Employed",0.4,0,0,"Fair"
"LN0392",61,371787,597,145812,48,"Salaried",0.56,1,0,"Fair"
"LN0393",44,760500,625,41826,24,"Salaried",0.38,0,0,"Fair"
"LN0394",47,454257,579,174686,60,"Salaried",0.27,0,0,"Poor"
"LN0395",33,705442,642,120640,60,"Self-Employed",0.51,0,0,"Fair"
"LN0396",31,934696,548,210865,48,"Self-Employed",0.29,4,0,"Poor"
"LN0397",64,316234,680,53298,60,"Government",0.21,0,0,"Good"
"LN0398",44,912382,612,10000,36,"Salaried",0.4,0,0,"Fair"
"LN0399",48,870632,714,110180,36,"Salaried",0.18,0,0,"Good"
"LN0400",55,494261,684,99036,12,"Self-Employed",0.34,4,0,"Good"
"LN0401",37,549745,609,204099,48,"Self-Employed",0.62,0,0,"Fair"
"LN0402",46,462830,622,10000,48,"Salaried",0.12,2,0,"Fair"
"LN0403",49,485926,699,64516,24,"Self-Employed",0.1,0,0,"Good"
"LN0404",36,715926,709,139920,48,"Salaried",0.4,1,0,"Good"
"LN0405",59,420208,688,91097,48,"Self-Employed",0.59,1,0,"Good"
"LN0406",44,561934,676,134701,24,"Salaried",0.28,0,0,"Good"
"LN0407",40,571219,507,54136,24,"Self-Employed",0.08,1,0,"Poor"
"LN0408",31,580685,660,84060,48,"Salaried",0.45,1,0,"Fair"
"LN0409",34,636289,537,76437,36,"Salaried",0.63,2,0,"Poor"
"LN0410",59,919315,656,10491,36,"Salaried",0.23,2,0,"Fair"
"LN0411",22,509734,597,180643,24,"Salaried",0.34,0,0,"Fair"
"LN0412",32,441024,642,106714,60,"Self-Employed",0.33,1,0,"Fair"
"LN0413",47,758457,556,105525,60,"Salaried",0.65,2,0,"Poor"
"LN0414",31,676094,637,238717,60,"Salaried",0.4,0,0,"Fair"
"LN0415",36,647158,772,203419,12,"Salaried",0.43,2,0,"Excellent"
"LN0416",38,718198,796,94506,36,"Self-Employed",0.37,0,0,"Excellent"
"LN0417",29,317614,451,220399,48,"Salaried",0.21,1,0,"Very Poor"
"LN0418",57,812659,518,119682,60,"Salaried",0.12,0,0,"Poor"
"LN0419",27,690784,536,115500,12,"Salaried",0.54,0,0,"Poor"
"LN0420",31,790263,548,163316,12,"Self-Employed",0.47,1,0,"Poor"
"LN0421",48,480296,816,161242,12,"Self-Employed",0.41,2,0,"Excellent"
"LN0422",41,231612,731,141396,36,"Salaried",0.28,0,0,"Good"
"LN0423",46,503082,641,129841,12,"Self-Employed",0.51,0,0,"Fair"
"LN0424",45,418631,729,182002,48,"Salaried",0.31,0,0,"Good"
"LN0425",37,1044552,831,229534,36,"Salaried",0.41,3,0,"Excellent"
"LN0426",65,517307,701,118490,60,"Salaried",0.57,0,0,"Good"
"LN0427",37,556865,792,266141,60,"Salaried",0.6,2,0,"Excellent"
"LN0428",24,812596,558,83200,36,"Salaried",0.47,0,0,"Poor"
"LN0429",53,724069,564,310117,12,"Self-Employed",0.55,0,0,"Poor"
"LN0430",42,734613,735,215623,36,"Salaried",0.62,0,0,"Good"
"LN0431",60,1126742,721,121078,48,"Self-Employed",0.26,1,0,"Good"
"LN0432",24,633223,720,10000,24,"Self-Employed",0.42,1,0,"Good"
"LN0433",31,981035,689,118156,24,"Salaried",0.41,0,0,"Good"
"LN0434",42,650744,612,122192,36,"Salaried",0.54,1,0,"Fair"
"LN0435",63,308196,726,265596,60,"Salaried",0.62,0,0,"Good"
"LN0436",28,180000,798,180099,60,"Salaried",0.08,3,0,"Excellent"
"LN0437",40,729937,749,10000,36,"Government",0.4,0,0,"Excellent"
"LN0438",50,400150,540,171815,36,"Salaried",0.45,1,0,"Poor"
"LN0439",63,608394,688,74575,24,"Self-Employed",0.59,4,0,"Good"
"LN0440",45,955409,651,13929,48,"Self-Employed",0.24,3,0,"Fair"
"LN0441",50,669437,657,223523,36,"Salaried",0.57,0,0,"Fair"
"LN0442",51,542581,635,198136,36,"Self-Employed",0.35,0,0,"Fair"
"LN0443",64,215085,549,117998,48,"Self-Employed",0.41,0,0,"Poor"
"LN0444",56,439870,677,264998,60,"Salaried",0.27,0,0,"Good"
"LN0445",63,484876,758,125024,36,"Salaried",0.53,1,0,"Excellent"
"LN0446",55,736841,781,15169,48,"Salaried",0.6,0,0,"Excellent"
"LN0447",60,696691,688,222876,48,"Government",0.23,0,0,"Good"
"LN0448",42,602793,591,96000,24,"Salaried",0.09,0,0,"Fair"
"LN0449",64,636049,603,160985,24,"Salaried",0.34,0,0,"Fair"
"LN0450",64,542375,601,76141,24,"Salaried",0.65,0,0,"Fair"
"LN0451",47,606045,698,45643,12,"Salaried",0.63,0,0,"Good"
"LN0452",54,654335,631,185315,36,"Government",0.15,0,0,"Fair"
"LN0453",27,689832,882,78105,12,"Self-Employed",0.41,1,0,"Excellent"
"LN0454",44,965526,629,106674,60,"Salaried",0.11,0,0,"Fair"
"LN0455",63,377595,662,207927,60,"Self-Employed",0.59,0,0,"Fair"
"LN0456",62,894961,633,10000,12,"Self-Employed",0.32,5,0,"Fair"
"LN0457",65,734302,599,75023,24,"Salaried",0.25,2,0,"Fair"
"LN0458",39,290934,718,272365,12,"Self-Employed",0.47,0,0,"Good"
"LN0459",42,544591,608,149569,36,"Salaried",0.06,1,0,"Fair"
"LN0460",54,474131,650,15345,24,"Salaried",0.5,2,0,"Fair"
"LN0461",32,413400,627,146046,60,"Self-Employed",0.16,4,0,"Fair"
"LN0462",61,292423,424,153639,60,"Self-Employed",0.46,1,0,"Very Poor"
"LN0463",35,501180,702,87930,12,"Salaried",0.29,0,0,"Good"
"LN0464",23,512928,663,95173,12,"Salaried",0.35,3,0,"Fair"
"LN0465",59,535291,582,146878,36,"Salaried",0.12,0,0,"Fair"
"LN0466",56,187777,759,217179,48,"Government",0.44,0,0,"Excellent"
"LN0467",49,688301,549,82687,24,"Salaried",0.53,0,0,"Poor"
"LN0468",37,749270,508,207298,12,"Self-Employed",0.55,0,0,"Poor"
"LN0469",37,757929,595,10000,24,"Self-Employed",0.35,2,0,"Fair"
"LN0470",29,754148,555,309269,12,"Self-Employed",0.45,5,0,"Poor"
"LN0471",59,640101,713,211687,12,"Salaried",0.15,3,0,"Good"
"LN0472",59,893670,657,100192,12,"Salaried",0.58,1,0,"Fair"
"LN0473",29,424709,620,141712,12,"Salaried",0.57,4,0,"Fair"
"LN0474",52,354679,651,51397,60,"Self-Employed",0.65,0,0,"Fair"
"LN0475",58,667568,574,75367,48,"Salaried",0.27,0,0,"Poor"
"LN0476",44,688165,665,173801,24,"Self-Employed",0.45,0,0,"Fair"
"LN0477",62,450697,665,10000,60,"Salaried",0.12,0,0,"Fair"
"LN0478",31,607321,644,204180,48,"Self-Employed",0.51,1,0,"Fair"
"LN0479",32,664662,650,216911,24,"Self-Employed",0.32,3,0,"Fair"
"LN0480",48,675935,561,159780,24,"Self-Employed",0.6,1,0,"Poor"
"LN0481",44,775311,725,86940,48,"Salaried",0.39,0,0,"Good"
"LN0482",54,786678,531,200691,60,"Salaried",0.44,0,0,"Poor"
"LN0483",43,180000,828,133737,36,"Salaried",0.64,0,0,"Excellent"
"LN0484",36,945599,780,292062,36,"Self-Employed",0.59,0,0,"Excellent"
"LN0485",25,691201,692,190268,36,"Government",0.41,0,0,"Good"
"LN0486",60,485928,542,298796,12,"Self-Employed",0.56,5,0,"Poor"
"LN0487",64,377075,684,101241,48,"Salaried",0.26,0,0,"Good"
"LN0488",31,781013,517,242244,12,"Salaried",0.44,0,0,"Poor"
"LN0489",29,665619,628,227548,12,"Government",0.15,0,0,"Fair"
"LN0490",52,815618,713,200984,24,"Self-Employed",0.29,1,0,"Good"
"LN0491",49,587937,717,291773,36,"Self-Employed",0.39,0,0,"Good"
"LN0492",56,551296,653,244265,48,"Salaried",0.49,2,0,"Fair"
"LN0493",41,1048285,631,238056,12,"Salaried",0.27,1,0,"Fair"
"LN0494",29,192801,671,260156,60,"Self-Employed",0.23,0,0,"Good"
"LN0495",53,678183,523,92619,36,"Salaried",0.53,0,0,"Poor"
"LN0496",24,676963,620,205081,48,"Government",0.34,0,0,"Fair"
"LN0497",62,687739,795,251448,36,"Salaried",0.41,0,0,"Excellent"
"LN0498",32,711628,511,10000,24,"Self-Employed",0.21,0,0,"Poor"
"LN0499",34,544719,780,249847,12,"Self-Employed",0.61,3,0,"Excellent"
"LN0500",60,833258,692,63816,12,"Salaried",0.58,0,0,"Good"
"LN0501",39,180000,621,32066,48,"Self-Employed",0.4,0,0,"Fair"
"LN0502",60,438887,829,141779,24,"Salaried",0.31,1,0,"Excellent"
"LN0503",42,576171,647,12811,60,"Salaried",0.1,1,0,"Fair"
"LN0504",26,632643,802,88048,48,"Government",0.65,1,0,"Excellent"
"LN0505",52,681296,652,217804,48,"Self-Employed",0.16,0,0,"Fair"
"LN0506",41,727868,694,156659,48,"Self-Employed",0.53,5,0,"Good"
"LN0507",39,298296,604,252807,48,"Self-Employed",0.34,0,0,"Fair"
"LN0508",60,601534,576,172084,36,"Salaried",0.55,0,0,"Poor"
"LN0509",24,704834,490,13109,48,"Salaried",0.49,0,0,"Very Poor"
"LN0510",29,865267,600,58036,36,"Self-Employed",0.42,1,0,"Fair"
"LN0511",40,577286,708,162783,60,"Government",0.65,2,0,"Good"
"LN0512",31,919830,562,115823,48,"Salaried",0.15,0,0,"Poor"
"LN0513",36,543694,557,222560,36,"Self-Employed",0.5,0,0,"Poor"
"LN0514",33,590020,615,162072,24,"Salaried",0.49,0,0,"Fair"
"LN0515",56,632043,663,61238,24,"Salaried",0.48,0,0,"Fair"
"LN0516",53,499524,610,106095,36,"Salaried",0.07,1,0,"Fair"
"LN0517",63,743188,747,231503,24,"Self-Employed",0.11,1,0,"Excellent"
"LN0518",55,330843,673,74367,48,"Self-Employed",0.41,0,0,"Good"
"LN0519",61,598871,647,29975,60,"Government",0.43,0,0,"Fair"
"LN0520",22,491891,562,195213,24,"Self-Employed",0.1,1,0,"Poor"
"LN0521",34,490585,575,164619,60,"Salaried",0.11,1,0,"Poor"
"LN0522",28,830289,687,86262,24,"Salaried",0.34,0,0,"Good"
"LN0523",32,810444,623,146305,12,"Salaried",0.22,0,0,"Fair"
"LN0524",32,919605,738,162290,60,"Salaried",0.5,0,0,"Good"
"LN0525",34,547241,519,88670,24,"Self-Employed",0.53,0,0,"Poor"
"LN0526",58,606480,677,179180,48,"Self-Employed",0.59,0,0,"Good"
"LN0527",55,289683,608,94518,60,"Government",0.55,0,0,"Fair"
"LN0528",36,522364,767,122548,36,"Salaried",0.47,1,0,"Excellent"
"LN0529",58,952830,684,209428,60,"Salaried",0.25,0,0,"Good"
"LN0530",35,516694,568,127157,60,"Salaried",0.38,0,0,"Poor"
"LN0531",58,366732,545,16409,12,"Self-Employed",0.22,0,0,"Poor"
"LN0532",47,608379,668,128849,24,"Salaried",0.6,0,0,"Fair"
"LN0533",49,849298,625,14004,48,"Government",0.29,0,0,"Fair"
"LN0534",39,284406,643,107853,36,"Self-Employed",0.51,0,0,"Fair"
"LN0535",38,549236,637,99039,60,"Salaried",0.63,0,0,"Fair"
"LN0536",60,693566,702,403962,48,"Self-Employed",0.28,5,0,"Good"
"LN0537",55,995506,564,189296,48,"Salaried",0.05,0,0,"Poor"
"LN0538",33,476879,900,185361,24,"Salaried",0.33,0,0,"Excellent"
"LN0539",51,903884,674,166016,24,"Salaried",0.32,0,0,"Good"
"LN0540",56,513421,607,107664,12,"Self-Employed",0.3,0,0,"Fair"
"LN0541",41,393796,638,10000,36,"Salaried",0.57,1,0,"Fair"
"LN0542",47,373133,693,295017,48,"Salaried",0.1,0,0,"Good"
"LN0543",46,555780,701,108700,36,"Salaried",0.31,4,0,"Good"
"LN0544",29,595517,508,81037,24,"Self-Employed",0.56,1,0,"Poor"
"LN0545",41,535420,485,99602,36,"Self-Employed",0.12,0,0,"Very Poor"
"LN0546",49,810445,643,235997,48,"Salaried",0.23,2,0,"Fair"
"LN0547",54,637908,717,209655,12,"Salaried",0.5,4,0,"Good"
"LN0548",42,578834,663,255727,36,"Self-Employed",0.39,0,0,"Fair"
"LN0549",55,479489,732,172358,24,"Salaried",0.54,0,0,"Good"
"LN0550",26,340797,682,140800,24,"Salaried",0.52,0,0,"Good"
"LN0551",63,208135,683,129981,48,"Self-Employed",0.12,0,0,"Good"
"LN0552",33,642682,784,25426,24,"Salaried",0.22,0,0,"Excellent"
"LN0553",24,605067,565,170768,48,"Salaried",0.28,0,0,"Poor"
"LN0554",39,873005,587,123010,36,"Salaried",0.14,0,0,"Fair"
"LN0555",22,658219,681,119363,24,"Salaried",0.5,0,0,"Good"
"LN0556",29,759444,670,234215,60,"Self-Employed",0.08,0,0,"Fair"
"LN0557",61,608197,475,246897,60,"Salaried",0.18,0,0,"Very Poor"
"LN0558",51,436335,693,346296,60,"Self-Employed",0.13,0,0,"Good"
"LN0559",41,657928,547,187194,24,"Salaried",0.34,3,0,"Poor"
"LN0560",55,667957,552,142412,60,"Self-Employed",0.48,0,0,"Poor"
"LN0561",42,436521,788,77333,60,"Salaried",0.29,0,0,"Excellent"
"LN0562",40,594250,743,147333,60,"Self-Employed",0.46,0,0,"Excellent"
"LN0563",64,1000156,590,287648,48,"Self-Employed",0.31,2,0,"Fair"
"LN0564",39,374147,783,131100,48,"Salaried",0.5,1,0,"Excellent"
"LN0565",61,894436,608,286696,48,"Self-Employed",0.31,0,0,"Fair"
"LN0566",45,554586,732,132179,24,"Salaried",0.24,1,0,"Good"
"LN0567",63,896462,760,166826,36,"Self-Employed",0.59,2,0,"Excellent"
"LN0568",50,431389,756,348474,60,"Salaried",0.43,1,0,"Excellent"
"LN0569",55,586761,750,152173,48,"Salaried",0.57,2,0,"Excellent"
"LN0570",43,662247,627,33784,60,"Self-Employed",0.37,1,0,"Fair"
"LN0571",25,577482,606,96109,36,"Self-Employed",0.46,0,0,"Fair"
"LN0572",44,731748,750,65447,12,"Salaried",0.2,0,0,"Excellent"
"LN0573",38,566628,644,157187,48,"Salaried",0.3,1,0,"Fair"
"LN0574",65,841775,595,104217,48,"Salaried",0.38,0,0,"Fair"
"LN0575",41,634084,568,180243,24,"Self-Employed",0.08,0,0,"Poor"
"LN0576",60,738484,754,279906,12,"Salaried",0.12,3,0,"Excellent"
"LN0577",30,362891,711,71897,60,"Salaried",0.16,0,0,"Good"
"LN0578",40,468322,768,69330,48,"Salaried",0.23,0,0,"Excellent"
"LN0579",42,817902,600,129488,12,"Salaried",0.57,0,0,"Fair"
"LN0580",64,701757,671,220625,48,"Government",0.42,1,0,"Good"
"LN0581",64,572819,563,180082,60,"Self-Employed",0.16,0,0,"Poor"
"LN0582",65,578243,657,158356,36,"Self-Employed",0.49,0,0,"Fair"
"LN0583",38,750980,582,275740,60,"Self-Employed",0.28,0,0,"Fair"
"LN0584",55,555238,681,128509,12,"Salaried",0.34,2,0,"Good"
"LN0585",28,614991,647,297882,48,"Salaried",0.57,0,0,"Fair"
"LN0586",25,270809,766,29152,12,"Self-Employed",0.38,0,0,"Excellent"
"LN0587",22,954802,675,172485,24,"Salaried",0.11,0,0,"Good"
"LN0588",49,753194,618,222343,12,"Government",0.45,0,0,"Fair"
"LN0589",38,766458,511,241093,48,"Government",0.63,0,0,"Poor"
"LN0590",57,218908,614,33813,12,"Salaried",0.06,1,0,"Fair"
"LN0591",55,595833,603,99892,24,"Self-Employed",0.32,1,0,"Fair"
"LN0592",48,518213,742,10000,24,"Self-Employed",0.46,0,0,"Excellent"
"LN0593",50,324723,687,130875,48,"Government",0.05,0,0,"Good"
"LN0594",47,745486,603,109978,24,"Salaried",0.33,0,0,"Fair"
"LN0595",42,846826,668,228998,12,"Government",0.14,1,0,"Fair"
"LN0596",61,489355,661,183234,60,"Self-Employed",0.56,2,0,"Fair"
"LN0597",56,554162,676,126311,36,"Salaried",0.28,1,0,"Good"
"LN0598",34,942292,626,258978,12,"Self-Employed",0.19,0,0,"Fair"
"LN0599",55,270038,745,138456,48,"Salaried",0.6,0,0,"Excellent"
"LN0600",57,748844,755,255258,36,"Salaried",0.17,0,0,"Excellent"
"LN0601",62,537196,556,203329,48,"Salaried",0.56,0,0,"Poor"
"LN0602",64,576938,730,202909,60,"Salaried",0.15,0,0,"Good"
"LN0603",49,477805,590,222538,36,"Salaried",0.51,0,0,"Fair"
"LN0604",31,819339,668,100352,12,"Salaried",0.44,4,0,"Fair"
"LN0605",53,374566,730,37074,36,"Government",0.44,0,0,"Good"
"LN0606",48,792522,690,214820,36,"Self-Employed",0.27,0,0,"Good"
"LN0607",54,881293,649,45920,24,"Salaried",0.33,0,0,"Fair"
"LN0608",22,271670,658,77711,48,"Government",0.21,0,0,"Fair"
"LN0609",35,374619,830,132501,12,"Self-Employed",0.23,0,0,"Excellent"
"LN0610",53,718309,765,195167,12,"Salaried",0.28,1,0,"Excellent"
"LN0611",49,408738,651,198741,36,"Salaried",0.13,4,0,"Fair"
"LN0612",64,461694,624,10000,24,"Salaried",0.2,5,0,"Fair"
"LN0613",53,510929,797,169532,36,"Self-Employed",0.56,0,0,"Excellent"
"LN0614",62,531103,657,10000,48,"Salaried",0.16,0,0,"Fair"
"LN0615",51,740740,682,330049,24,"Self-Employed",0.38,0,0,"Good"
"LN0616",58,479399,755,74559,36,"Salaried",0.09,0,0,"Excellent"
"LN0617",55,617870,601,284951,60,"Self-Employed",0.55,0,0,"Fair"
"LN0618",62,747499,615,122895,12,"Salaried",0.28,3,0,"Fair"
"LN0619",56,291924,619,199657,36,"Salaried",0.64,2,0,"Fair"
"LN0620",45,462074,664,85782,60,"Salaried",0.58,0,0,"Fair"
"LN0621",65,771959,457,159328,12,"Salaried",0.45,0,0,"Very Poor"
"LN0622",55,524696,617,198645,36,"Salaried",0.41,3,0,"Fair"
"LN0623",45,180000,707,272235,12,"Self-Employed",0.31,1,0,"Good"
"LN0624",49,428438,675,99834,24,"Government",0.46,0,0,"Good"
"LN0625",39,763205,678,24859,12,"Salaried",0.56,2,0,"Good"
"LN0626",51,514682,523,51953,36,"Salaried",0.06,0,0,"Poor"
"LN0627",43,519073,667,160077,12,"Salaried",0.25,0,0,"Fair"
"LN0628",47,570846,641,170746,48,"Salaried",0.06,1,0,"Fair"
"LN0629",41,743893,652,127977,60,"Salaried",0.45,0,0,"Fair"
"LN0630",52,501782,721,153981,36,"Salaried",0.22,0,0,"Good"
"LN0631",61,695192,766,125144,48,"Salaried",0.63,1,0,"Excellent"
"LN0632",51,714631,630,116285,60,"Government",0.07,3,0,"Fair"
"LN0633",29,396228,602,329697,60,"Salaried",0.21,0,0,"Fair"
"LN0634",46,587626,630,156933,36,"Government",0.5,0,0,"Fair"
"LN0635",59,492339,712,247881,12,"Self-Employed",0.15,0,0,"Good"
"LN0636",56,683391,641,359459,60,"Salaried",0.56,2,0,"Fair"
"LN0637",22,298345,617,43970,48,"Self-Employed",0.14,1,0,"Fair"
"LN0638",51,907834,646,138979,36,"Government",0.54,0,0,"Fair"
"LN0639",25,869204,758,149786,24,"Self-Employed",0.59,0,0,"Excellent"
"LN0640",49,431429,576,246473,48,"Self-Employed",0.32,0,0,"Poor"
"LN0641",62,466025,625,123724,24,"Self-Employed",0.48,4,0,"Fair"
"LN0642",54,418303,566,175143,36,"Self-Employed",0.05,2,0,"Poor"
"LN0643",64,572692,829,164517,60,"Self-Employed",0.59,0,0,"Excellent"
"LN0644",27,499792,612,179983,48,"Self-Employed",0.58,0,0,"Fair"
"LN0645",41,622528,722,98598,24,"Self-Employed",0.51,3,0,"Good"
"LN0646",35,224956,653,356036,60,"Salaried",0.41,1,0,"Fair"
"LN0647",30,631709,636,58745,24,"Salaried",0.4,1,0,"Fair"
"LN0648",49,603113,621,125220,60,"Salaried",0.21,0,0,"Fair"
"LN0649",52,279879,586,183299,36,"Salaried",0.41,1,0,"Fair"
"LN0650",45,655195,757,184522,36,"Salaried",0.45,0,0,"Excellent"
"LN0651",27,610991,700,56469,48,"Government",0.37,0,0,"Good"
"LN0652",65,553885,652,137986,60,"Salaried",0.6,0,0,"Fair"
"LN0653",43,597357,562,38070,24,"Salaried",0.2,0,0,"Poor"
"LN0654",32,676990,611,223387,24,"Self-Employed",0.58,0,0,"Fair"
"LN0655",30,669345,726,76430,12,"Government",0.38,0,0,"Good"
"LN0656",39,513677,570,59905,12,"Salaried",0.52,0,0,"Poor"
"LN0657",64,830036,604,149533,36,"Salaried",0.28,0,0,"Fair"
"LN0658",40,592694,713,49509,36,"Salaried",0.39,0,0,"Good"
"LN0659",54,572840,681,167023,48,"Salaried",0.51,5,0,"Good"
"LN0660",64,788924,602,105550,48,"Salaried",0.26,0,0,"Fair"
"LN0661",61,798408,782,99735,60,"Salaried",0.14,1,0,"Excellent"
"LN0662",32,459866,555,22400,24,"Salaried",0.58,0,0,"Poor"
"LN0663",54,401788,763,10000,60,"Self-Employed",0.13,0,0,"Excellent"
"LN0664",59,458876,715,238824,48,"Salaried",0.05,5,0,"Good"
"LN0665",55,364845,482,290841,60,"Salaried",0.61,0,0,"Very Poor"
"LN0666",58,243761,676,250520,24,"Government",0.13,1,0,"Good"
"LN0667",22,662122,714,143477,36,"Salaried",0.31,5,0,"Good"
"LN0668",51,570978,587,161782,24,"Self-Employed",0.25,2,0,"Fair"
"LN0669",39,728510,649,178368,60,"Self-Employed",0.59,0,0,"Fair"
"LN0670",25,599668,520,123029,36,"Salaried",0.39,2,0,"Poor"
"LN0671",36,681833,577,189412,36,"Salaried",0.56,0,0,"Poor"
"LN0672",28,500788,661,216389,24,"Self-Employed",0.54,1,0,"Fair"
"LN0673",35,407978,672,225809,24,"Salaried",0.18,0,0,"Good"
"LN0674",31,755626,644,243234,24,"Salaried",0.33,1,0,"Fair"
"LN0675",56,752224,588,116307,24,"Salaried",0.15,1,0,"Fair"
"LN0676",28,253258,698,176768,12,"Self-Employed",0.15,1,0,"Good"
"LN0677",26,775459,756,141502,24,"Government",0.21,3,0,"Excellent"
"LN0678",45,245326,602,47033,60,"Salaried",0.06,0,0,"Fair"
"LN0679",59,590863,655,77355,36,"Salaried",0.06,0,0,"Fair"
"LN0680",26,521026,608,127285,24,"Self-Employed",0.41,2,0,"Fair"
"LN0681",42,574389,644,171327,12,"Self-Employed",0.43,0,0,"Fair"
"LN0682",62,819248,663,247946,36,"Salaried",0.52,1,0,"Fair"
"LN0683",56,348956,642,215722,36,"Government",0.23,0,0,"Fair"
"LN0684",24,546903,622,50179,60,"Self-Employed",0.43,0,0,"Fair"
"LN0685",30,1110660,612,198102,36,"Salaried",0.1,0,0,"Fair"
"LN0686",48,304339,653,77300,36,"Self-Employed",0.58,0,0,"Fair"
"LN0687",50,474682,634,222028,60,"Salaried",0.17,0,0,"Fair"
"LN0688",48,591790,606,73690,12,"Self-Employed",0.15,0,0,"Fair"
"LN0689",60,639991,680,50729,60,"Self-Employed",0.58,0,0,"Good"
"LN0690",63,493339,682,156524,24,"Self-Employed",0.12,2,0,"Good"
"LN0691",38,546794,664,84954,12,"Self-Employed",0.57,0,0,"Fair"
"LN0692",55,816830,562,235183,12,"Government",0.41,0,0,"Poor"
"LN0693",41,563851,682,66078,48,"Self-Employed",0.58,0,0,"Good"
"LN0694",47,650311,684,191281,12,"Salaried",0.07,1,0,"Good"
"LN0695",33,673908,627,228860,12,"Salaried",0.2,5,0,"Fair"
"LN0696",45,681407,694,121867,12,"Salaried",0.59,0,0,"Good"
"LN0697",45,698501,751,186140,60,"Self-Employed",0.61,3,0,"Excellent"
"LN0698",59,610927,676,102514,24,"Salaried",0.06,0,0,"Good"
"LN0699",51,458265,711,59080,36,"Self-Employed",0.16,0,0,"Good"
"LN0700",43,588346,753,10000,12,"Salaried",0.49,4,0,"Excellent"
"LN0701",51,407316,783,75872,36,"Self-Employed",0.5,3,0,"Excellent"
"LN0702",31,618679,612,181614,12,"Salaried",0.53,0,0,"Fair"
"LN0703",54,530420,617,155934,24,"Salaried",0.31,0,0,"Fair"
"LN0704",63,576333,624,65481,24,"Salaried",0.13,1,0,"Fair"
"LN0705",28,380182,738,143796,12,"Salaried",0.6,0,0,"Good"
"LN0706",46,543385,697,10000,48,"Salaried",0.42,2,0,"Good"
"LN0707",45,382053,727,214762,48,"Salaried",0.5,5,0,"Good"
"LN0708",23,518867,674,80420,12,"Self-Employed",0.63,0,0,"Good"
"LN0709",57,705381,627,139994,12,"Self-Employed",0.09,2,0,"Fair"
"LN0710",29,648084,534,182892,24,"Government",0.06,1,0,"Poor"
"LN0711",35,779672,514,81965,48,"Self-Employed",0.61,0,0,"Poor"
"LN0712",38,697594,811,267324,48,"Salaried",0.17,1,0,"Excellent"
"LN0713",58,622398,650,174550,24,"Salaried",0.27,0,0,"Fair"
"LN0714",38,799663,695,184374,60,"Salaried",0.59,0,0,"Good"
"LN0715",37,838343,706,214830,60,"Self-Employed",0.2,1,0,"Good"
"LN0716",53,320122,766,223694,48,"Salaried",0.28,3,0,"Excellent"
"LN0717",46,778430,701,193585,36,"Salaried",0.27,0,0,"Good"
"LN0718",59,755592,652,339568,60,"Salaried",0.24,0,0,"Fair"
"LN0719",24,788383,709,101752,36,"Salaried",0.12,4,0,"Good"
"LN0720",35,418239,678,274867,24,"Self-Employed",0.59,0,0,"Good"
"LN0721",30,1081786,600,41693,24,"Salaried",0.24,3,0,"Fair"
"LN0722",65,180000,727,109360,12,"Salaried",0.48,0,0,"Good"
